13.4608364555871	0	0.07057872923	12775.45261	-1.1	-1.1	-1.1
0.56947003	0.10385931	0.59027952	-0.46136988	0.37925647	-0.087749026	0
0.12361876	0.6225448	0.66747356	-0.90037055	0.66582802	-0.046939974	0
0.38653487	0.42879482	0.46445154	0.24413355	-0.83015223	0.037967611	0
0.45636572	0.071360443	0.95558441	-0.85593736	0.77539023	0.87772754	1
0.53957644	0.42552202	0.27105329	0.0052864667	-0.8294999	0.41778822	0
0.40300292	0.80552595	0.35237928	-0.46659875	-0.98906791	-1.5288521	1
0.79324236	0.42892462	0.97127875	0.89912128	0.60825464	-0.14606675	0
0.7064858	0.059477183	0.63308518	0.42485609	1.2361836	0.43919629	1
0.81129348	0.77141366	0.39339595	1.211457	-0.077674939	-1.6318939	0
0.72029564	0.70320889	0.89468202	-0.22093438	0.69446222	-0.10104875	1
0.98418327	0.2732181	0.59590944	-0.29139878	0.011665187	0.37863137	1
0.56778086	0.93899561	0.65657186	-0.62102871	0.57705741	2.0513358	1
0.43707974	0.10285482	0.48234142	-0.47550608	0.8010753	-0.56984136	0
0.37883334	0.4016385	0.0369245	0.88133733	-0.37257616	-1.0098445	1
0.250037	0.71936835	0.99909925	-0.4029596	-0.069765208	0.033271213	0
0.33566101	0.064009865	0.34615276	0.85604273	0.72562961	0.4232935	1
0.14427287	0.21277752	0.35053987	-0.7045291	1.4043631	0.9650727	1
0.54130469	0.85663151	0.93469987	-0.74876277	-1.4807677	0.75436688	1
0.21400612	0.74310377	0.48396584	-0.16481466	-0.86046111	-0.047652089	1
0.90889895	0.81897258	0.84321906	-1.184121	-0.36882933	1.1451051	0
0.10309629	0.46128496	0.083415201	-0.14777575	1.0836913	1.2063048	0
0.8783381	0.63062231	0.15377129	-0.18654431	0.64149385	-0.78726714	0
0.031057678	0.077723016	0.23470473	-0.020340168	0.46228696	0.54707152	0
0.8779421	0.60199922	0.86201722	1.1320056	0.53199835	0.47005327	1
0.11255231	0.24481278	0.16168365	0.25507493	0.72090854	-0.940663	0
0.39877242	0.74807965	0.090376528	0.12745964	0.26724163	0.64235719	1
0.47650284	0.19175107	0.28135442	0.33544816	-0.82524255	-0.093130111	1
0.23953715	0.35513006	0.23318534	1.316008	0.35469684	-0.14241961	1
0.22454003	0.34227	0.062973342	0.13011029	0.98260522	-0.47397583	1
0.80088435	0.74966099	0.23135144	0.51336744	0.72543939	-1.7819936	0
0.39457659	0.92006774	0.018251263	0.52941339	-0.19216626	-0.2900059	0
0.28278499	0.2152058	0.54382993	-0.3947735	0.57721689	-1.1599627	1
0.80300563	0.42437468	0.4056104	0.55869777	-0.80545661	1.225048	1
0.99667654	0.12799488	0.10345782	0.73009112	-0.1902653	-0.44333339	1
0.63159855	0.083228386	0.0675799	0.75289014	-0.81585467	0.073651077	0
0.60822541	0.52223149	0.022005533	0.14775058	0.76886318	1.0548292	0
0.37278236	0.155391	0.70325295	-0.2164248	0.094734896	0.12124472	1
0.075870393	0.77326004	0.71230371	-0.7666918	0.89329791	-0.062303745	0
0.92329343	0.34133761	0.61625515	-0.17680655	0.054602733	-0.98870008	1
0.035301916	0.058200808	0.47606722	-1.6187359	0.3756947	-0.40826974	0
0.79310446	0.5678227	0.45162838	-0.36429618	0.23191601	0.3818221	0
0.020271812	0.61953597	0.13006599	-0.35078585	0.78823474	-0.77086682	1
0.81829896	0.13059328	0.21520913	0.9816703	-0.086321341	0.5001521	1
0.25711163	0.69534796	0.7206095	-1.3430746	0.45600556	0.25900758	1
0.15982188	0.4832849	0.4970892	-0.54664406	-1.1898005	0.59124807	1
0.62704898	0.93757606	0.043924553	-1.0332164	-0.47257703	0.18442808	1
0.90610541	0.72942857	0.94317561	-0.6701881	1.283502	1.1784289	1
0.83532239	0.47500913	0.78462065	-0.33363072	0.04941905	-0.013916953	1
0.084369715	0.28367471	0.87363087	0.35077275	-0.3159538	-0.73133509	1
0.80114364	0.54319077	0.90495772	-0.42630106	0.80061589	0.088748026	1
0.26439914	0.6044673	0.52022485	-1.1191784	0.24326686	0.0016293549	0
0.211058	0.97109847	0.089772124	0.4308112	-0.49395739	0.89174944	1
0.46383949	0.27179417	0.27762201	0.17070066	0.82669025	-0.5713017	0
0.93246002	0.19175128	0.85551477	-0.53843104	-0.37355333	0.27924352	0
0.85719214	0.81673036	0.12718006	-1.3449569	-0.5352841	0.18834135	0
0.046580126	0.85863411	0.27379675	0.56603362	-0.061872767	-1.4103757	0
0.82611863	0.90632098	0.36716599	-1.4033755	1.0157934	-0.74363264	0
0.28630418	0.38859121	0.17315279	0.16610437	1.2274849	0.69329941	0
0.47390044	0.57329451	0.75404789	-0.29219127	-0.11200944	-0.43853775	0
0.84564404	0.49644966	0.5463327	-0.49820308	0.045872302	-0.76592226	0
0.54662757	0.32694803	0.63688504	0.48125612	-0.75955613	-0.45086827	1
0.7859741	0.76402092	0.31059158	1.736757	0.011078346	-1.2195855	1
0.70912774	0.11636225	0.40639582	-0.48375029	0.37834764	-0.41288111	1
0.80654638	0.15738323	0.31242724	-0.33310743	1.0407375	0.54233181	1
0.99929422	0.53783743	0.79612835	-0.16939715	0.61818047	-0.16062836	1
0.96923455	0.413762	0.86248701	-0.16698004	0.24446167	-0.22353592	0
0.017907475	0.22971062	0.99976467	0.14541545	0.051175178	0.27584161	1
0.78337899	0.52423377	0.15342334	1.5059541	-1.2146759	-0.59119098	0
0.91370338	0.74325081	0.40010441	0.78204857	1.4260017	0.68060336	0
0.38132274	0.30966631	0.99635778	-0.59122825	0.086681686	-0.14220446	0
0.17101866	0.98947289	0.47339827	0.30767587	0.074787946	-0.36530949	1
0.18496252	0.16913527	0.90855913	0.99455042	0.12828496	0.69664621	0
0.53842173	0.63225024	0.6584012	-0.39346188	0.30422127	-1.2693343	1
0.6759692	0.63953949	0.85602583	0.88721666	0.66740335	0.16580091	0
0.5768005	0.57678743	0.82785342	0.62260726	0.18175663	-0.26627663	0
0.14471877	0.80153756	0.026018803	-0.26099108	-0.68535562	-0.70580063	0
0.93423947	0.9466723	0.93304198	-0.26428111	-0.4889028	-0.19814455	1
0.70453043	0.28496409	0.067898748	-0.8632484	-0.43113236	-0.46602284	1
0.2542705	0.8606445	0.78599673	-0.53915431	-0.58194786	0.54893189	0
0.15112141	0.14906111	0.77889468	-0.010853741	-0.68387693	-0.8393503	0
0.81998189	0.071497928	0.27895655	0.16386153	-0.52090715	-0.3548796	0
0.21756176	0.560856	0.35093699	1.2270276	-0.92077226	0.51456297	0
0.73174784	0.65842098	0.13777991	-0.20969814	0.57389526	0.62496368	1
0.010577194	0.37746333	0.28169523	-1.0325144	0.28558599	-0.60716339	1
0.68599302	0.84502932	0.60607751	0.072097605	0.33928448	0.55992327	1
0.63758936	0.22469261	0.49064911	-0.69224675	-0.71244772	0.77639428	1
0.37010672	0.67492179	0.87452558	-1.0547552	-0.47372692	-0.44255037	1
0.92149342	0.0063165909	0.63334692	-0.90168894	-0.64015853	0.9603867	0
0.9451206	0.66528535	0.082306833	-0.032591876	1.1585714	-0.85808186	1
0.56197603	0.54183495	0.36554363	0.053757403	0.36815488	0.11770202	1
0.066046524	0.90400687	0.59034751	0.79143032	-0.91897932	-0.020914776	1
0.94853933	0.62563332	0.80414217	0.9472454	0.15252759	1.018508	1
0.62207982	0.14794596	0.61586693	1.296245	0.38531465	0.59643527	0
0.56609295	0.40283836	0.50653661	-0.97662526	0.14257121	-0.067783878	1
0.76397687	0.34109389	0.87585818	-0.91452626	0.1317314	-0.59041818	0
0.48592793	0.11859761	0.33863278	-0.27933948	-0.26406153	0.15370386	0
0.021298956	0.1259307	0.59034468	1.4248073	-0.20842333	-0.66845884	1
